ID,Nombre,Categoría/Modelo,Marca,Género,Precio,Moneda,Precio Formateado,Descripción,Cantidad Disponible,Estado,SKU,Enlace de Compra (WhatsApp),Fotos Locales,Fotos Originales,Fecha de Creación,Fecha de Actualización
e52bce38-a151-4b7f-9151-588f2130afab,Converse All Star Bota,All star,Converse,Unisex,2790,UYU,$ 2.790 UYU,Sin descripción,1,Nuevo,RR0036,https://wa.me/+59891722213?text=Hola%2C+estoy+interesado+en+este+producto%3A+Converse+All+Star+Bota+https%3A%2F%2Fgenuinosuy.rdi.store%2Fprodutos%2Fe52bce38-a151-4b7f-9151-588f2130afab,Converse_All_Star_Bota_1.jpg; Converse_All_Star_Bota_2.jpg,https://assets.rediredi.com/items/images/c413934f-abb7-4d2f-b3c5-0366a2b750d6_96610ed1-f184-4004-a67d-5857e125f6c2.jpg; https://assets.rediredi.com/items/images/c413934f-abb7-4d2f-b3c5-0366a2b750d6_8a5078b6-ba39-4c1a-bce7-093760988906.jpg,2025-10-17T15:14:41.291Z,2026-06-12T01:52:30.699Z
7a4e0539-744e-4bf6-9e10-cd8503aa7880,Louis Vuitton,Louis Vuitton,Louis Vuitton,Unisex,2690,UYU,$ 2.690 UYU,Sin descripción,1,Nuevo,RR0014,https://wa.me/+59891722213?text=Hola%2C+estoy+interesado+en+este+producto%3A+Louis+Vuitton+https%3A%2F%2Fgenuinosuy.rdi.store%2Fprodutos%2F7a4e0539-744e-4bf6-9e10-cd8503aa7880,Louis_Vuitton_1.jpg; Louis_Vuitton_2.jpg; Louis_Vuitton_3.jpg; Louis_Vuitton_4.jpg,https://assets.rediredi.com/items/images/c413934f-abb7-4d2f-b3c5-0366a2b750d6_83f5ed90-916c-4155-9933-659cc3fdf77a.jpg; https://assets.rediredi.com/items/images/c413934f-abb7-4d2f-b3c5-0366a2b750d6_7e49a603-73e0-480b-9f40-c0abe3bbee46.jpg; https://assets.rediredi.com/items/images/c413934f-abb7-4d2f-b3c5-0366a2b750d6_e9647858-dbc9-45b6-9938-a8f77d6e5077.jpg; https://assets.rediredi.com/items/images/c413934f-abb7-4d2f-b3c5-0366a2b750d6_42dff1cd-c177-4e6e-90ad-feda35e60920.jpg,2025-10-17T03:28:35.335Z,2026-06-12T01:45:18.528Z
890f0136-4a40-416e-8399-f84e17edc4ea,New Balance 530,New Balance,New Balance,Unisex,2550,UYU,$ 2.550 UYU,Sin descripción,1,Nuevo,RR0044,https://wa.me/+59891722213?text=Hola%2C+estoy+interesado+en+este+producto%3A+New+Balance+530+https%3A%2F%2Fgenuinosuy.rdi.store%2Fprodutos%2F890f0136-4a40-416e-8399-f84e17edc4ea,New_Balance_530_1.jpg; New_Balance_530_2.jpg; New_Balance_530_3.jpg; New_Balance_530_4.jpg,https://assets.rediredi.com/items/images/c413934f-abb7-4d2f-b3c5-0366a2b750d6_0d69ca1d-9ca6-45a8-b105-4708b63a9b0e.jpg; https://assets.rediredi.com/items/images/c413934f-abb7-4d2f-b3c5-0366a2b750d6_b1431189-7d84-478f-a130-1097394aa0e8.jpg; https://assets.rediredi.com/items/images/c413934f-abb7-4d2f-b3c5-0366a2b750d6_f2903cb2-69c6-4188-9005-c844a900fcdb.jpg; https://assets.rediredi.com/items/images/c413934f-abb7-4d2f-b3c5-0366a2b750d6_42d50288-fd9f-4978-b216-e1ba6fc0c1de.jpg,2026-06-12T01:58:58.265Z,2026-06-12T01:59:19.180Z
7b397183-57d0-4ab7-a5cc-483d6dabf4a8,New Balance 9060,9060,New Balance,Unisex,2550,UYU,$ 2.550 UYU,Sin descripción,1,Nuevo,RR0041,https://wa.me/+59891722213?text=Hola%2C+estoy+interesado+en+este+producto%3A+New+Balance+9060+https%3A%2F%2Fgenuinosuy.rdi.store%2Fprodutos%2F7b397183-57d0-4ab7-a5cc-483d6dabf4a8,New_Balance_9060_1.jpg; New_Balance_9060_2.jpg,https://assets.rediredi.com/items/images/c413934f-abb7-4d2f-b3c5-0366a2b750d6_ee9b908d-d452-4ac0-a6a8-a19fb898020e.jpg; https://assets.rediredi.com/items/images/c413934f-abb7-4d2f-b3c5-0366a2b750d6_7872bd80-85d6-4d43-a4f6-4c7320d196e4.jpg,2025-10-24T15:47:23.246Z,2025-10-24T15:47:45.139Z
64d54a7b-890f-49ac-8025-ed625b4de4c4,Nike Air Forcé,Air Force,Nike,Unisex,2390,UYU,$ 2.390 UYU,Sin descripción,1,Nuevo,RR0038,https://wa.me/+59891722213?text=Hola%2C+estoy+interesado+en+este+producto%3A+Nike+Air+Forc%C3%A9+https%3A%2F%2Fgenuinosuy.rdi.store%2Fprodutos%2F64d54a7b-890f-49ac-8025-ed625b4de4c4,Nike_Air_Forcé_1.jpg; Nike_Air_Forcé_2.jpg; Nike_Air_Forcé_3.jpg; Nike_Air_Forcé_4.jpg; Nike_Air_Forcé_5.jpg; Nike_Air_Forcé_6.jpg,https://assets.rediredi.com/items/images/c413934f-abb7-4d2f-b3c5-0366a2b750d6_6bcdb586-9d92-4b5a-8372-653d6d2b0616.jpg; https://assets.rediredi.com/items/images/c413934f-abb7-4d2f-b3c5-0366a2b750d6_e89aefca-c897-4e67-95b9-f016fba782ee.jpg; https://assets.rediredi.com/items/images/c413934f-abb7-4d2f-b3c5-0366a2b750d6_ea51b0a9-45a0-47da-bcef-16de6e8829bc.jpg; https://assets.rediredi.com/items/images/c413934f-abb7-4d2f-b3c5-0366a2b750d6_3c714fe8-56e1-400e-81ce-f73ef2275236.jpg; https://assets.rediredi.com/items/images/c413934f-abb7-4d2f-b3c5-0366a2b750d6_edb660eb-2398-45d5-a612-627fd8f5e1f1.jpg; https://assets.rediredi.com/items/images/c413934f-abb7-4d2f-b3c5-0366a2b750d6_0501ad62-cfb1-4b44-be50-c6b05ac448f6.jpg,2025-10-17T15:27:33.317Z,2026-06-12T01:42:47.421Z
766b15d6-37c5-4b3c-9bf4-cd59a7afd3d6,Nike Ambush,Ambush,Nike,Unisex,2390,UYU,$ 2.390 UYU,Sin descripción,1,Nuevo,RR0030,https://wa.me/+59891722213?text=Hola%2C+estoy+interesado+en+este+producto%3A+Nike+Ambush+https%3A%2F%2Fgenuinosuy.rdi.store%2Fprodutos%2F766b15d6-37c5-4b3c-9bf4-cd59a7afd3d6,Nike_Ambush_1.jpg,https://assets.rediredi.com/items/images/c413934f-abb7-4d2f-b3c5-0366a2b750d6_84983370-fe43-4262-a1c3-29d333b19471.jpg,2025-10-17T04:16:21.396Z,2026-06-12T01:59:57.625Z
f0593b43-bffe-4dbf-a45b-84c165c411d8,Nike Dunk,Dunk,Nike,Unisex,2290,UYU,$ 2.290 UYU,Sin descripción,1,Nuevo,RR0034,https://wa.me/+59891722213?text=Hola%2C+estoy+interesado+en+este+producto%3A+Nike+Dunk+https%3A%2F%2Fgenuinosuy.rdi.store%2Fprodutos%2Ff0593b43-bffe-4dbf-a45b-84c165c411d8,Nike_Dunk_1.jpg; Nike_Dunk_2.jpg; Nike_Dunk_3.jpg; Nike_Dunk_4.jpg,https://assets.rediredi.com/items/images/c413934f-abb7-4d2f-b3c5-0366a2b750d6_48609823-33a7-48c0-b39d-1bddd0d5c616.jpg; https://assets.rediredi.com/items/images/c413934f-abb7-4d2f-b3c5-0366a2b750d6_7accce43-4f28-4ead-977b-1d406603edbd.jpg; https://assets.rediredi.com/items/images/c413934f-abb7-4d2f-b3c5-0366a2b750d6_ed7d2e1a-d267-4286-9f09-53ba12474a5f.jpg; https://assets.rediredi.com/items/images/c413934f-abb7-4d2f-b3c5-0366a2b750d6_086b270c-20b3-45d9-9efb-d2457f524534.jpg,2025-10-17T15:11:38.784Z,2026-06-12T01:43:17.719Z
4d683d21-d7f0-442e-a408-24942d272278,Nike dunk,Dunk,Nike,Unisex,2390,UYU,$ 2.390 UYU,Sin descripción,1,Nuevo,RR0004,https://wa.me/+59891722213?text=Hola%2C+estoy+interesado+en+este+producto%3A+Nike+dunk+https%3A%2F%2Fgenuinosuy.rdi.store%2Fprodutos%2F4d683d21-d7f0-442e-a408-24942d272278,Nike_dunk_1.jpg; Nike_dunk_2.jpg; Nike_dunk_3.jpg; Nike_dunk_4.jpg,https://assets.rediredi.com/items/images/c413934f-abb7-4d2f-b3c5-0366a2b750d6_d087f30e-9178-42ef-9d4b-e47fa7670afa.jpg; https://assets.rediredi.com/items/images/c413934f-abb7-4d2f-b3c5-0366a2b750d6_ec02de98-2e07-41c7-91a3-1ca403e793c5.jpg; https://assets.rediredi.com/items/images/c413934f-abb7-4d2f-b3c5-0366a2b750d6_3494e4d3-bfca-40c1-a7f1-cdff68331c89.jpg; https://assets.rediredi.com/items/images/c413934f-abb7-4d2f-b3c5-0366a2b750d6_276699e2-d986-42fe-8740-ac80f76bf560.jpg,2025-10-17T03:01:53.261Z,2026-06-12T01:45:30.322Z
da1a94f3-1ade-4828-8ad5-247928beb651,Nike Jordan 6,Jordan,Nike,Unisex,2590,UYU,$ 2.590 UYU,Sin descripción,1,Nuevo,RR0037,https://wa.me/+59891722213?text=Hola%2C+estoy+interesado+en+este+producto%3A+Nike+Jordan+6+https%3A%2F%2Fgenuinosuy.rdi.store%2Fprodutos%2Fda1a94f3-1ade-4828-8ad5-247928beb651,Nike_Jordan_6_1.jpg; Nike_Jordan_6_2.jpg; Nike_Jordan_6_3.jpg,https://assets.rediredi.com/items/images/c413934f-abb7-4d2f-b3c5-0366a2b750d6_a61378c9-b495-4f01-94ba-129fbbb87ad1.jpg; https://assets.rediredi.com/items/images/c413934f-abb7-4d2f-b3c5-0366a2b750d6_071a2cb0-c84f-4e00-8acd-a96c8cadee52.jpg; https://assets.rediredi.com/items/images/c413934f-abb7-4d2f-b3c5-0366a2b750d6_778f8ba0-f92f-46c7-84ab-6c94a595cc4b.jpg,2025-10-17T15:17:09.037Z,2025-10-17T15:17:21.965Z
4e648da2-cedd-47f6-9de3-5d7ff5ef2cf8,Puma 180,180,Puma,Unisex,2550,UYU,$ 2.550 UYU,Sin descripción,1,Nuevo,RR0042,https://wa.me/+59891722213?text=Hola%2C+estoy+interesado+en+este+producto%3A+Puma+180+https%3A%2F%2Fgenuinosuy.rdi.store%2Fprodutos%2F4e648da2-cedd-47f6-9de3-5d7ff5ef2cf8,Puma_180_1.jpg; Puma_180_2.jpg; Puma_180_3.jpg; Puma_180_4.jpg,https://assets.rediredi.com/items/images/c413934f-abb7-4d2f-b3c5-0366a2b750d6_8cd16fa8-b86e-4f76-b138-22cf522bd8d7.jpg; https://assets.rediredi.com/items/images/c413934f-abb7-4d2f-b3c5-0366a2b750d6_ee4955da-aa53-4e00-a638-e5365ed1d779.jpg; https://assets.rediredi.com/items/images/c413934f-abb7-4d2f-b3c5-0366a2b750d6_3e58eb2b-2b2f-47e3-9230-cb8e9fc8f970.jpg; https://assets.rediredi.com/items/images/c413934f-abb7-4d2f-b3c5-0366a2b750d6_d9d4d404-7647-4428-80b1-69a3448ea51f.jpg,2025-10-24T15:59:10.588Z,2025-10-24T15:59:32.537Z
